ticker,company_name,file_date,cik,accession_no
GTES,Gates Industrial Corp plc,2021-03-01,1718512,1718512-0001104659-21-029999
RBLX,Roblox Corp,2021-03-10,1315098,1315098-0001193125-21-075435
SYM,SVF Investment Corp. 3,2021-03-10,1837240,1837240-0001193125-21-076196
CPNG,"Coupang, Inc.",2021-03-11,1834584,1834584-0001628280-21-004565
STEP,StepStone Group Inc.,2021-03-19,1796022,1796022-0001193125-21-087706
DOCN,"DigitalOcean Holdings, Inc.",2021-03-24,1582961,1582961-0001193125-21-092761
GSAT,"Globalstar, Inc.",2021-03-30,1366868,1366868-0001366868-21-000026
COMP,"Compass, Inc.",2021-04-01,1563190,1563190-0001193125-21-104054
COIN,"Coinbase Global, Inc.",2021-04-14,1679788,1679788-0001628280-21-006850
APP,Applovin Corp,2021-04-15,1751008,1751008-0001193125-21-117730
SMMT,Summit Therapeutics Inc.,2021-04-21,1599298,1599298-0001193805-21-000518
PATH,"UiPath, Inc.",2021-04-21,1734722,1734722-0001193125-21-125014
GLBE,Global-E Online Ltd.,2021-05-13,1835963,1835963-0001193125-21-160465
PRAX,"Praxis Precision Medicines, Inc.",2021-05-14,1689548,1689548-0001193125-21-162079
BZ,Kanzhun Ltd,2021-06-14,1842827,1842827-0001193125-21-189628
YMM,Full Truck Alliance Co. Ltd.,2021-06-23,1838413,1838413-0001193125-21-196842
CFLT,"Confluent, Inc.",2021-06-25,1699838,1699838-0001193125-21-199382
OKLO,AltC Acquisition Corp.,2021-07-09,1849056,1849056-0001104659-21-090716
PECO,"Phillips Edison & Company, Inc.",2021-07-16,1476204,1476204-0001476204-21-000152
RGC,Regencell Bioscience Holdings Ltd,2021-07-20,1829667,1829667-0001213900-21-037613
RYAN,"RYAN SPECIALTY GROUP HOLDINGS, INC.",2021-07-23,1849253,1849253-0001193125-21-223004
CNM,"Core & Main, Inc.",2021-07-26,1856525,1856525-0001193125-21-224347
NUVL,"Nuvalent, Inc.",2021-07-30,1861560,1861560-0001193125-21-231450
HOOD,"Robinhood Markets, Inc.",2021-07-30,1783879,1783879-0001628280-21-015076
GTES,Gates Industrial Corp plc,2021-08-13,1718512,1718512-0001104659-21-105109
GLBE,Global-E Online Ltd.,2021-09-13,1835963,1835963-0001193125-21-271407
SRAD,Sportradar Group AG,2021-09-15,1836470,1836470-0001193125-21-273996
ONON,On Holding AG,2021-09-16,1858985,1858985-0001193125-21-275158
BROS,Dutch Bros Inc.,2021-09-16,1866581,1866581-0001628280-21-018784
ACT,"Enact Holdings, Inc.",2021-09-17,1823529,1823529-0001628280-21-018799
TOST,"Toast, Inc.",2021-09-22,1650164,1650164-0001193125-21-279379
CWAN,"Clearwater Analytics Holdings, Inc.",2021-09-27,1866368,1866368-0001193125-21-284265
INVH,Invitation Homes Inc.,2021-09-27,1687229,1687229-0001193125-21-284183
EQT,EQT Corp,2021-09-30,33213,33213-0001104659-21-120936
LTH,"Life Time Group Holdings, Inc.",2021-10-08,1869198,1869198-0001193125-21-294420
GFS,GLOBALFOUNDRIES Inc.,2021-10-29,1709048,1709048-0001193125-21-313344
RIVN,"Rivian Automotive, Inc. / DE",2021-11-12,1874178,1874178-0001193125-21-328239
IREN,Iris Energy Ltd,2021-11-18,1878848,1878848-0001140361-21-038558
EQT,EQT Corp,2021-11-22,33213,33213-0001104659-21-142496
APP,AppLovin Corp,2021-12-06,1751008,1751008-0001193125-21-348998
IOT,Samsara Inc.,2021-12-15,1642896,1642896-0001193125-21-358031
CNM,"Core & Main, Inc.",2022-01-07,1856525,1856525-0001193125-22-004575
CRDO,Credo Technology Group Holding Ltd,2022-01-27,1807794,1807794-0001628280-22-001369
ACLX,"Arcellx, Inc.",2022-02-07,1786205,1786205-0001193125-22-029768
APLD,"Applied Blockchain, Inc.",2022-04-13,1144879,1144879-0001104659-22-045562
BLTE,"BELITE BIO, INC",2022-04-29,1889109,1889109-0001104659-22-053424
BLCO,Bausch & Lomb Corp,2022-05-06,1860742,1860742-0001193125-22-142702
ACLX,"Arcellx, Inc.",2022-06-16,1786205,1786205-0001193125-22-175611
SMMT,Summit Therapeutics Inc.,2022-07-18,1599298,1599298-0001599298-22-000077
MBLY,Mobileye Global Inc.,2022-10-27,1910139,1910139-0001104659-22-112004
ATAT,Atour Lifestyle Holdings Ltd,2022-11-14,1853717,1853717-0001104659-22-117548
ESAB,ESAB Corp,2022-11-17,1877322,1877322-0001193125-22-287718
SMMT,Summit Therapeutics Inc.,2023-02-07,1599298,1599298-0001387131-23-001487
NXT,Nextracker Inc.,2023-02-10,1852131,1852131-0001193125-23-032878
ENLT,Enlight Renewable Energy Ltd.,2023-02-13,1922641,1922641-0001104659-23-018716
KVUE,Kenvue Inc.,2023-05-04,1944048,1944048-0001628280-23-015837
RYAN,"RYAN SPECIALTY HOLDINGS, INC.",2023-05-24,1849253,1849253-0001193125-23-152943
GEHC,GE HealthCare Technologies Inc.,2023-06-08,1932393,1932393-0001193125-23-163595
MBLY,Mobileye Global Inc.,2023-06-08,1910139,1910139-0001104659-23-069416
ATAT,Atour Lifestyle Holdings Ltd,2023-06-08,1853717,1853717-0001104659-23-069115
CAVA,"CAVA GROUP, INC.",2023-06-16,1639438,1639438-0001628280-23-022472
NXT,Nextracker Inc.,2023-06-30,1852131,1852131-0001193125-23-179163
ARM,ARM HOLDINGS PLC /UK,2023-09-14,1973239,1973239-0001193125-23-235320
CART,Maplebear Inc.,2023-09-20,1579091,1579091-0001193125-23-237900
KVYO,"Klaviyo, Inc.",2023-09-20,1835830,1835830-0001628280-23-032570
BIRK,Birkenstock Holding plc,2023-10-12,1977102,1977102-0001193125-23-254724
SN,"SharkNinja, Inc.",2023-12-06,1957132,1957132-0001104659-23-123973
KSPI,Joint Stock Co Kaspi.kz,2024-01-19,1985487,1985487-0001193125-24-011265
CGON,"CG Oncology, Inc.",2024-01-25,1991792,1991792-0001193125-24-015534
AS,"Amer Sports, Inc.",2024-02-02,1988894,1988894-0001104659-24-010053
GEHC,GE HealthCare Technologies Inc.,2024-02-16,1932393,1932393-0001193125-24-038560
ALAB,"Astera Labs, Inc.",2024-03-21,1736297,1736297-0001193125-24-073873
RDDT,"Reddit, Inc.",2024-03-21,1713445,1713445-0001628280-24-012380
SN,"SharkNinja, Inc.",2024-03-21,1957132,1957132-0001104659-24-037370
PACS,"PACS Group, Inc.",2024-04-12,2001184,2001184-0001628280-24-016052
ULS,UL Solutions Inc.,2024-04-15,1901440,1901440-0001628280-24-016209
RBRK,"Rubrik, Inc.",2024-04-26,1943896,1943896-0001193125-24-118478
VIK,Viking Holdings Ltd,2024-05-02,1745201,1745201-0001193125-24-129359
KVUE,Kenvue Inc.,2024-05-15,1944048,1944048-0001628280-24-023559
TTWO,TAKE TWO INTERACTIVE SOFTWARE INC,2024-06-12,946581,946581-0001193125-24-160021
TEM,"Tempus AI, Inc.",2024-06-17,1717115,1717115-0001193125-24-161989
BIRK,Birkenstock Holding plc,2024-06-27,1977102,1977102-0000950170-24-078464
LB,LandBridge Co LLC,2024-06-28,1995807,1995807-0001193125-24-172433
QMMM,QMMM Holdings Ltd,2024-07-22,1971542,1971542-0001493152-24-028661
OS,"OneStream, Inc.",2024-07-24,1889956,1889956-0000950170-24-086133
LINE,"Lineage, Inc.",2024-07-26,1868159,1868159-0001193125-24-185331
ULS,UL Solutions Inc.,2024-09-06,1901440,1901440-0001628280-24-039710
PACS,"PACS Group, Inc.",2024-09-06,2001184,2001184-0001628280-24-039734
VIK,Viking Holdings Ltd,2024-09-12,1745201,1745201-0001193125-24-217990
SARO,"StandardAero, Inc.",2024-10-02,2025410,2025410-0001193125-24-231156
INGM,Ingram Micro Holding Corp,2024-10-24,1897762,1897762-0001193125-24-242843
OS,"OneStream, Inc.",2024-11-15,1889956,1889956-0000950170-24-127702
SEI,"Solaris Energy Infrastructure, Inc.",2024-11-25,1697500,1697500-0001193125-24-265250
AS,"Amer Sports, Inc.",2024-12-05,1988894,1988894-0001104659-24-125912
SEI,"Solaris Energy Infrastructure, Inc.",2024-12-09,1697500,1697500-0001193125-24-273426
TTAN,"ServiceTitan, Inc.",2024-12-12,1638826,1638826-0001193125-24-277099
ORA,"ORMAT TECHNOLOGIES, INC.",2024-12-12,1296445,1296445-0001213900-24-108059
CGON,"CG Oncology, Inc.",2024-12-13,1991792,1991792-0001193125-24-278472
