ticker,company_name,file_date,cik,accession_no
VSME,VS MEDIA Holdings Ltd,2023-09-29,0001951294,1951294-0001493152-23-034787
ANL,Adlai Nortye Ltd.,2023-09-29,0001944552,1944552-0001104659-23-105297
VCNX,"VACCINEX, INC.",2023-10-02,0001205922,1205922-0001193125-23-248527
VSME,VS MEDIA Holdings Ltd,2023-10-02,0001951294,1951294-0001493152-23-035012
BIXT,"BIOXYTRAN, INC",2023-10-02,0001445815,1445815-0001493152-23-034976
SYBX,"SYNLOGIC, INC.",2023-10-02,0001527599,1527599-0001193125-23-249173
HIND,ReShape Lifesciences Inc.,2023-10-03,0001427570,1427570-0001104659-23-106172
INBS,INTELLIGENT BIO SOLUTIONS INC.,2023-10-03,0001725430,1725430-0001493152-23-035269
SYRA,Syra Health Corp,2023-10-03,0001922335,1922335-0001493152-23-035123
MSS,Maison Solutions Inc.,2023-10-05,0001892292,1892292-0001013762-23-002201
PMEC,Primech Holdings Ltd,2023-10-11,0001891944,1891944-0001013762-23-003185
GMM,Global Mofy Metaverse Ltd,2023-10-11,0001913749,1913749-0001013762-23-003049
BIRK,Birkenstock Holding plc,2023-10-12,0001977102,1977102-0001193125-23-254724
ATPC,Agape ATP Corp,2023-10-12,0001713210,1713210-0001493152-23-037000
NUWE,"Nuwellis, Inc.",2023-10-16,0001506492,1506492-0001140361-23-048227
VS,Versus Systems Inc.,2023-10-16,0001701963,1701963-0001013762-23-004159
YHC,LQR House Inc.,2023-10-16,0001843165,1843165-0001013762-23-004072
PPCB,"Propanc Biopharma, Inc.",2023-10-17,0001517681,1517681-0001493152-23-037420
DVLT,"WISA TECHNOLOGIES, INC.",2023-10-17,0001682149,1682149-0001104659-23-109475
WBUY,WEBUY GLOBAL LTD,2023-10-19,0001946703,1946703-0001640334-23-001918
NCL,Northann Corp.,2023-10-20,0001923780,1923780-0001575872-23-001643
AIRE,reAlpha Tech Corp.,2023-10-23,0001859199,1859199-0001013762-23-005581
SNOA,"Sonoma Pharmaceuticals, Inc.",2023-10-30,0001367083,1367083-0001683168-23-007475
CHAI,Siyata Mobile Inc.,2023-10-31,0001649009,1649009-0001213900-23-081723
BKYI,BIO KEY INTERNATIONAL INC,2023-10-31,0001019034,1019034-0001437749-23-029483
ATGL,Alpha Technology Group Ltd,2023-11-01,0001967621,1967621-0001213900-23-082098
PAPL,Pineapple Financial Inc.,2023-11-02,0001938109,1938109-0001493152-23-039128
ATXI,"AVENUE THERAPEUTICS, INC.",2023-11-02,0001644963,1644963-0001104659-23-113622
KNF,Knife River Corp,2023-11-06,0001955520,1955520-0001628280-23-037041
LXEO,"Lexeo Therapeutics, Inc.",2023-11-06,0001907108,1907108-0001193125-23-271432
KNF,Knife River Corp,2023-11-08,0001955520,1955520-0001628280-23-037516
AUMN,Golden Minerals Co,2023-11-08,0001011509,1011509-0001104659-23-115436
GVH,Globavend Holdings Ltd,2023-11-09,0001978527,1978527-0001493152-23-040127
HG,"Hamilton Insurance Group, Ltd.",2023-11-13,0001593275,1593275-0001628280-23-038412
YHC,LQR House Inc.,2023-11-13,0001843165,1843165-0001213900-23-085481
DPLS,"DarkPulse, Inc.",2023-11-14,0000866439,866439-0001683168-23-008031
DV,"DoubleVerify Holdings, Inc.",2023-11-14,0001819928,1819928-0001104659-23-118106
SGN,"Signing Day Sports, Inc.",2023-11-15,0001898474,1898474-0001213900-23-087613
SHIM,Shimmick Corp,2023-11-15,0001887944,1887944-0001193125-23-277906
SKWD,"Skyward Specialty Insurance Group, Inc.",2023-11-16,0001519449,1519449-0001104659-23-119096
ABVC,"ABVC BIOPHARMA, INC.",2023-11-17,0001173313,1173313-0001213900-23-088373
EMPD,"Volcon, Inc.",2023-11-17,0001829794,1829794-0001683168-23-008244
DDC,DDC Enterprise Ltd,2023-11-20,0001808110,1808110-0001213900-23-088829
AIRE,reAlpha Tech Corp.,2023-11-22,0001859199,1859199-0001213900-23-089593
ELAB,Elevai Labs Inc.,2023-11-22,0001840563,1840563-0001213900-23-089461
SNES,"SenesTech, Inc.",2023-11-29,0001680378,1680378-0001213900-23-090748
FGN,"F&G Annuities & Life, Inc.",2023-11-30,0001934850,1934850-0001628280-23-040352
TGL,TREASURE GLOBAL INC,2023-11-30,0001905956,1905956-0001213900-23-091300
INHD,INNO HOLDINGS INC.,2023-12-04,0001961847,1961847-0001213900-23-092818
ENVB,"Enveric Biosciences, Inc.",2023-12-06,0000890821,890821-0001493152-23-043862
SN,"SharkNinja, Inc.",2023-12-06,0001957132,1957132-0001104659-23-123973
ZVSA,"ZyVersa Therapeutics, Inc.",2023-12-08,0001859007,1859007-0001493152-23-044266
CYN,Cyngn Inc.,2023-12-11,0001874097,1874097-0001213900-23-094815
MTWO,"M2i Global, Inc.",2023-12-14,0001753373,1753373-0001493152-23-044860
ZKH,ZKH Group Ltd,2023-12-15,0001862044,1862044-0001104659-23-126384
MAMA,"Mama's Creations, Inc.",2023-12-19,0001520358,1520358-0001493152-23-045428
LGCB,Linkage Global Inc,2023-12-20,0001969401,1969401-0001213900-23-097352
BDRX,Biodexa Pharmaceuticals Plc,2023-12-20,0001643918,1643918-0001214659-23-016643
BJDX,"Bluejay Diagnostics, Inc.",2023-12-29,0001704287,1704287-0001213900-23-100030
